title,undertitle,price,address,date,key_value,propertydetail
Kanbae Tower Condominium For Sales Yankin Township In Yangon,"3 bedroom, 3 bathroom Condo for sale in Yankin, Yangon","For Sale                                    
                        9,500 Lakhs","Yankin, Yangon",Posted Date : 08 Dec 2025,"[('Type', 'Condo'), ('Floor', 'High floor'), ('Area', '1100 ft<sup>2</sup>'), ('Bed Room', '3'), ('Bath Room', '3'), ('Ownership', ''), ('Furnishing Type', 'Fully Furnished')]","Property Name : ရန်ကင်းမြို့နယ်ရှိKanbae Tower Condominiumအရောင်း/ Kanbae Tower Condominium For Sales Yankin Township In Yangon/09892600050,09892600060"
Sale Apartment at Insein BoGone.,"1 bathroom Apartment for sale in Insein, Yangon","For Sale                                    
                        1,560 Lakhs","Insein, Yangon",Posted Date : 08 Dec 2025,"[('Type', 'Apartment'), ('Floor', '2'), ('Area', ""17' x 46'""), ('Bath Room', '1'), ('Ownership', ''), ('Furnishing Type', 'Not Furnished')]",Property Name : အင်းစိန် ဘိုကုန်း တိုက်ခန်းရောင်းရန်ရှိသည်။
Golden Parami Condominium For Sales Hlaing Township In Yangon,"3 bedroom, 3 bathroom Condo for sale in Hlaing, Yangon","For Sale                                    
                        9,000 Lakhs","Hlaing, Yangon",Posted Date : 08 Dec 2025,"[('Type', 'Condo'), ('Area', '1800 ft<sup>2</sup>'), ('Bed Room', '3'), ('Bath Room', '3'), ('Ownership', '')]","Property Name : လှိုင်မြို့နယ်ရှိGolden Parami Condominiumအရောင်း/Golden Parami Condominium For Sales Hlaing Township In Yangon/09892600050,09892600060"
Emerald Bay Condominium for Sales Tharketa Township in Yangon,"2 bedroom, 2 bathroom Condo for sale in Thaketa, Yangon","For Sale                                    
                        9,210 Lakhs","Thaketa, Yangon",Posted Date : 08 Dec 2025,"[('Type', 'Condo'), ('Area', '921 ft<sup>2</sup>'), ('Bed Room', '2'), ('Bath Room', '2'), ('Ownership', '')]","Property Name : သာကေတမြို့နယ်ရှိEmerald Bay Condominiumအရောင်း/Emerald Bay Condominium for Sales Tharketa Township in Yangon/09892600050,09892600060"
Condo For Sale in Lanmadaw,"2 bedroom, 1 bathroom Condo for sale in Lanmadaw, Yangon","For Sale                                    
                        5,200 Lakhs","Lanmadaw, Yangon",Posted Date : 08 Dec 2025,"[('Type', 'Condo'), ('Floor', '11'), ('Area', '650 ft<sup>2</sup>'), ('Bed Room', '2'), ('Bath Room', '1'), ('Ownership', ''), ('Furnishing Type', 'Fully Furnished')]",Property Name : YS 320 အခန်း ၈၀၀ ကျော်ထဲမှာ ဝရံတာ အကြီး ပါတဲ့ အခန်းက ၃ခန်းပဲ ရှိပါတယ်။
Apartment For Sale in Okkalappa South,"2 bedroom, 1 bathroom Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        2,700 Lakhs","Okkalappa South, Yangon",Posted Date : 08 Dec 2025,"[('Type', 'Apartment'), ('Floor', '4 Floor'), ('Area', ""18' x 54'""), ('Bed Room', '2'), ('Bath Room', '1'), ('Ownership', '')]",Property Name : YS 318 ?#သိန်း2700 #တောင်ဥက္ကလာပ 12ရပ်ကွက် ၊သုမင်္ဂလာကျောကပ်မေတ္တာလမ်းအနီး၊ပဒေသာဈေးအနီး၊ရပ်ကွက်သန့်၊လမ်းသန့်၊ပတ်ဝန်းကျင်ကောင်း၊ဈေးနီး၊ကျောင်းနီး၊ကားမှတ်တိုင်အနီး ၊Location ကောင်းသောနေရာလေးပါ
Land Only For Sales South Okkalapa Township In Yangon," Land for sale in Okkalappa South, Yangon","For Sale                                    
                        59,990 Lakhs","Okkalappa South, Yangon",Posted Date : 08 Dec 2025,"[('Type', 'Land'), ('Area', ""50' x 60'""), ('Ownership', '')]","Property Name : တောင်ဥက္ကလာပမြို့နယ်Main လမ်းမတန်းပေါ်တည်ရှိတဲ့မြေသီးသန့် အရောင်း/Land Only For Sales South Okkalapa Township In Yangon/09892600050,09892600060"
Apartment For Sale in Dawbon,"1 bedroom, 1 bathroom Apartment for sale in Dawbon, Yangon","For Sale                                    
                        1,297 Lakhs","Dawbon, Yangon",Posted Date : 08 Dec 2025,"[('Type', 'Apartment'), ('Floor', '1'), ('Area', ""12.50' x 50'""), ('Bed Room', '1'), ('Bath Room', '1'), ('Ownership', '')]",Property Name : YS 317   ? #ပထမထပ်စစ်စစ် ၊ (#ဘေးတိုက်လုံးဝမရှိ ) ?? #စျေးနူန်း -သိန်း1297/(#အလျှော့အတင်းရှိ)
Apartment For Sale in Dagon Myothit (North),"2 bedroom, 2 bathroom Apartment for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        3,600 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 08 Dec 2025,"[('Type', 'Apartment'), ('Floor', 'GF'), ('Area', ""18' x 54'""), ('Bed Room', '2'), ('Bath Room', '2'), ('Ownership', '')]",Property Name : YS 316  တောင်ဥက္ကလာ၁၂ရပ်ကွက် မြေညီထပ်တိုက်ခန်းလေးရောင်းပေးပါမယ်??? တောင်ဥက္ကလာ၁၂ရပ်ကွက်
Land Only For Sales North Dagon Township In Yangon," Land for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        12,000 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 08 Dec 2025,"[('Type', 'Land'), ('Area', ""40' x 60'""), ('Ownership', '')]","Property Name : မြောက်ဒဂုံ ၄၂ ရပ်ကွက် ဗထူးလမ်းမကြီး တည့်ပေါက် နေရာကောင်း မြေသီးသန့်အရောင်း /Land Only for Sales North Dagon Township in Yangon/09892600050,09892600060"
Apartment For Sale in Dagon Myothit (North),"2 bedroom, 1 bathroom Apartment for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        3,500 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 08 Dec 2025,"[('Type', 'Apartment'), ('Floor', 'GF'), ('Area', ""32' x 30'""), ('Bed Room', '2'), ('Bath Room', '1'), ('Ownership', '')]","Property Name : ? မြောက်ဒဂုံ၊၂၇ ရပ်ကွက် ၊ဆရာစံလမ်း, ၊မြေညီထပ်၊ပိတောက်ရိပ်မွန်အိမ်ယာ ..."
Condo For Sale in Lanmadaw,"2 bedroom, 2 bathroom Condo for sale in Lanmadaw, Yangon","For Sale                                    
                        4,450 Lakhs","Lanmadaw, Yangon",Posted Date : 08 Dec 2025,"[('Type', 'Condo'), ('Area', '528 ft<sup>2</sup>'), ('Bed Room', '2'), ('Bath Room', '2'), ('Aircon conditioner details', '3'), ('Ownership', 'Contract'), ('Furnishing Type', 'Fully Furnished'), ('Room Partition Type', 'Master and Single Bedroom')]",Property Name : လမ်းမတော်မြို့နယ် ခရေပင်လမ်းမကြီးပေါ်မှာရှိပြီး Condo Facilitiesအပြည့်အစုံပါတဲ့ Magical World Condo ရောင်းမည်
Condo For Sale in Hlaing,"3 bedroom, 3 bathroom Condo for sale in Hlaing, Yangon","For Sale                                    
                        11,000 Lakhs","Hlaing, Yangon",Posted Date : 08 Dec 2025,"[('Type', 'Condo'), ('Area', '1505 ft<sup>2</sup>'), ('Bed Room', '3'), ('Bath Room', '3'), ('Aircon conditioner details', '4'), ('Ownership', 'Contract'), ('Furnishing Type', 'Fully Furnished'), ('Room Partition Type', 'Master and Single Bedroom')]",Property Name : GEMS Condo Special အရောင်းခန်း အငှားခန်းများ
Office / Retail For Sale in Bago," Shop for sale in Bago, Bago","For Sale                                    
                        36,000 Lakhs","Bago, Bago",Posted Date : 08 Dec 2025,"[('Type', 'Office / Retail'), ('Area', ""160' x 160'""), ('Ownership', 'Grant')]",Property Name : ရန်ကုန်_မန္တလေးလမ်းဟောင်းပေါ်မှာ Restaurant &amp; Swimming Pool တွဲလျက်ရောင်းမည်
Condo For Sale in Yankin,"3 bedroom, 2 bathroom Condo for sale in Yankin, Yangon","For Sale                                    
                        12,500 Lakhs","Yankin, Yangon",Posted Date : 08 Dec 2025,"[('Type', 'Condo'), ('Floor', 'High Floor'), ('Area', '1650 ft<sup>2</sup>'), ('Bed Room', '3'), ('Bath Room', '2'), ('Aircon conditioner details', '4'), ('Ownership', 'Contract'), ('Flooring Type', 'Parquet Flooring'), ('Furnishing Type', 'Fully Furnished'), ('Room Partition Type', 'Master and Single Bedroom')]",Property Name : Golden City Condo For Sale
Land For Sale in Kamaryut," Land for sale in Kamaryut, Yangon","For Sale                                    
                        480,000 Lakhs","Kamaryut, Yangon",Posted Date : 08 Dec 2025,"[('Type', 'Land'), ('Area', ""80' x 100'""), ('Ownership', 'Contract')]",Property Name : ကမာရွတ်မြို့နယ် ပြည်လမ်းမတန်း - မြေကွက်ရောင်းမည်
Apartment For Sale in Thingangkuun,"1 bedroom, 1 bathroom Apartment for sale in Thingangkuun, Yangon","For Sale                                    
                        1,170 Lakhs","Thingangkuun, Yangon",Posted Date : 08 Dec 2025,"[('Type', 'Apartment'), ('Floor', '5'), ('Area', ""12.60' x 50'""), ('Bed Room', '1'), ('Bath Room', '1'), ('Ownership', '')]",Property Name : YS 311  #ဘဏ်ချိတ်ရ သင်္ဃန်းကျွန်း၊ စံပြရပ်ကွက်၊စံပြ ၄ လမ်း ၆ ထပ်တိုက်ရဲ့ ၅လွှာ တစ်မိူးအောက်
House For Sale in Dagon Myothit (North),"Luxury Privatehouse for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        5,500 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 08 Dec 2025,"[('Type', 'House'), ('Floor', '1RC'), ('Area', ""20' x 60'""), ('Ownership', '')]",Property Name : YS 310  တစ်ထပ်တိုက် 43ရပ်ကွက် မြောက်ဒဂုံ 
Land For Sale in Thingangkuun," Land for sale in Thingangkuun, Yangon","For Sale                                    
                        12,000 Lakhs","Thingangkuun, Yangon",Posted Date : 08 Dec 2025,"[('Type', 'Land'), ('Area', ""40' x 46'""), ('Ownership', '')]",Property Name : သင်္ဃန်းကျွန်း သုဝဏ္ဏVIP ထဲရှိ ပေါ်ဆန်းမွှေးလမ်းကျောကပ်တွင် မြေသီးသန့် နှစ်ကွက်တွဲ ရောင်းပါမည်
House For Sale in Hlaingtharya,"5 bedroom, 4 bathroom Privatehouse for sale in Hlaingtharya, Yangon","For Sale                                    
                        68,000 Lakhs","Hlaingtharya, Yangon",Posted Date : 08 Dec 2025,"[('Type', 'House'), ('Floor', '3RC'), ('Area', ""75' x 125'""), ('Bed Room', '5'), ('Bath Room', '4'), ('Ownership', 'Grant'), ('Furnishing Type', 'Fully Furnished'), ('Room Partition Type', 'Master and Single Bedroom')]",Property Name : လှိုင်သာယာမြို့နယ် ပန်းလှိုင်အိမ်ရာရှိ Limited ထောင့်ကွက် Well Decorated ရှယ်ပြင်ထားပြီး Buily-in Funiture ပါဝင်သော 3RC Luxury ရှယ်လုံးချင်းခြံကျယ် အမြန်ရောင်းမည်
House For Sale in Dagon Myothit (North),"Luxury Privatehouse for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        11,800 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 07 Dec 2025,"[('Type', 'House'), ('Area', ""40' x 60'""), ('Ownership', '')]",Property Name : (၃၁)ရပ်ကွက် မန္တလေးလမ်းကျောကပ်ရှိ ဈေးတန်လုံးချင်းအရောင်း
House For Sale in Okkalappa South,"Luxury Privatehouse for sale in Okkalappa South, Yangon","For Sale                                    
                        8,500 Lakhs","Okkalappa South, Yangon",Posted Date : 07 Dec 2025,"[('Type', 'House'), ('Area', ""20' x 60'""), ('Ownership', '')]",Property Name : မေတ္တာလမ်းမ ဒဲ့ပေါက် ၁၃ရပ်ကွက်ရှိ ဈေးတန်လုံးချင်းအရောင်း
Condo For Sale in Okkalappa South,"3 bedroom, 2 bathroom Condo for sale in Okkalappa South, Yangon","For Sale                                    
                        8 Lakhs","Okkalappa South, Yangon",Posted Date : 07 Dec 2025,"[('Type', 'Condo'), ('Floor', '7 Floor'), ('Area', ""19' x 55'""), ('Bed Room', '3'), ('Bath Room', '2'), ('Ownership', '')]",Property Name : အခန်း၃ခန်းပါ ၄/၆ ဗြဟ္မစိုရ်လမ်းမပေါ် ကွန်ဒိုအငှား
Condo For Sale in Kamaryut,"Luxury Condo for sale in Kamaryut, Yangon","For Sale                                    
                        3,000 Lakhs","Kamaryut, Yangon",Posted Date : 07 Dec 2025,"[('Type', 'Condo'), ('Floor', '4 Floor'), ('Area', ""18' x 50'""), ('Ownership', '')]",Property Name : လှည်းတန်းစင်တာအနီးရှိ ထန်းတပင်ကွန်ဒိုအရောင်း
Apartment For Sale in Thaketa,"Apartment for sale in Thaketa, Yangon","For Sale                                    
                        900 Lakhs","Thaketa, Yangon",Posted Date : 07 Dec 2025,"[('Type', 'Apartment'), ('Floor', '5 Floor'), ('Area', ""18' x 50'""), ('Ownership', '')]",Property Name : သာကေတ အနော်မာ ဈေးတန်တိုက်ခန်းအရောင်း
